node_1	node_2	r_bg	r_new	X14_23S_N_C_1_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_1144	OTU_1238	0.649344815898594	0.651896413224852	0.00255159732625787	0.101472474398428	0.919175407003497	0.999999975646187	gained	FALSE	FALSE
OTU_1039	OTU_1243	0.697442449197873	0.690527435752609	-0.00691501344526369	-0.309683317171338	0.756801790488397	0.999999975646187	lost	FALSE	FALSE
OTU_12	OTU_1243	0.608828643500161	0.607192303510453	-0.00163633998970747	-0.059803216652743	0.952312363646116	0.999999975646187	lost	FALSE	FALSE
OTU_12329	OTU_12446	0.612624527633343	0.622553910600411	0.00992938296706836	0.365581926842629	0.714677063208493	0.999999975646187	gained	FALSE	FALSE
OTU_102	OTU_1246	0.612233336375123	0.60966839790837	-0.00256493846675343	-0.094364016953443	0.924819998532973	0.999999975646187	lost	FALSE	FALSE
OTU_1162	OTU_125	0.624197445592181	0.494789295795792	-0.12940814979639	-4.87630557611747	1.08091121972576e-06	0.000188632221838995	lost	FALSE	FALSE
OTU_123	OTU_1257	0.608278652934541	0.559442948191631	-0.0488357047429102	-1.78289907058308	0.0746027344199657	0.59273123870899	lost	FALSE	FALSE
OTU_1216	OTU_1255	0.637868591766842	0.627080367670051	-0.010788224096791	-0.418343038916861	0.675696326498476	0.999999975646187	lost	FALSE	FALSE
OTU_1001	OTU_1259	0.605819187778862	0.607538518790984	0.00171933101212152	0.0624734097113675	0.950185836542843	0.999999975646187	gained	FALSE	FALSE
OTU_1211	OTU_1259	0.629781782790787	0.631980980586335	0.00219919779554756	0.0838310456553139	0.933190764027698	0.999999975646187	gained	FALSE	FALSE
OTU_12446	OTU_12598	0.67343268229131	0.653937275770434	-0.0194954065208764	-0.820501096789866	0.411930504256159	0.999999975646187	lost	FALSE	FALSE
OTU_1133	OTU_126	0.611484785319653	0.620314379026018	0.00882959370636427	0.324365245898091	0.745661528298511	0.999999975646187	gained	FALSE	FALSE
OTU_1159	OTU_126	0.802805389999695	0.729781490780666	-0.0730238992190289	-4.72442508919139	2.30767258804752e-06	0.000351892081564563	lost	FALSE	FALSE
OTU_123	OTU_126	0.649740244944486	0.657544766244196	0.00780452129971043	0.310647810930558	0.756068376274991	0.999999975646187	gained	FALSE	FALSE
OTU_12	OTU_1256	0.613971816350062	0.595417800879312	-0.0185540154707505	-0.684937257257035	0.493383514298241	0.999999975646187	lost	FALSE	FALSE
OTU_123	OTU_1256	0.625737654590197	0.561196637029894	-0.0645410175603028	-2.4397034740451	0.0146993220430813	0.24280376317697	lost	FALSE	FALSE
OTU_1063	OTU_1269	0.681229046026593	0.68021233237923	-0.00101671364736289	-0.04363358155708	0.965196482968086	0.999999975646187	lost	FALSE	FALSE
OTU_1106	OTU_1269	0.622218602662514	0.609000722999035	-0.0132178796634798	-0.496066253485369	0.61984766758183	0.999999975646187	lost	FALSE	FALSE
OTU_1149	OTU_1269	0.61308180935958	0.614670753421309	0.00158894406172838	0.0585545843372702	0.953306885024966	0.999999975646187	gained	FALSE	FALSE
OTU_1216	OTU_1269	0.642809656513151	0.643844696035113	0.00103503952196227	0.040569327892985	0.967639236812295	0.999999975646187	gained	FALSE	FALSE
OTU_104	OTU_1261	0.611803422160564	0.65965648820754	0.0478530660469758	1.75903236044521	0.0785720122555703	0.607450061616609	gained	FALSE	FALSE
OTU_123	OTU_1270	0.604030635994541	0.618617153031885	0.0145865170373443	0.528208267895435	0.597354791524859	0.999999975646187	gained	FALSE	FALSE
OTU_1014	OTU_1274	0.613251613770589	0.502150276053804	-0.111101337716785	-4.09559029951623	4.21094051761445e-05	0.00363626218239117	lost	FALSE	FALSE
OTU_101	OTU_1275	0.763958499303917	0.649116809995971	-0.114841689307947	-6.34381746057833	2.24140389498338e-10	1.2905255490586e-07	lost	FALSE	FALSE
OTU_1027	OTU_1275	0.643755887159858	0.524070574362665	-0.119685312797193	-4.70092884738178	2.5898075104919e-06	0.000386087025430959	lost	FALSE	FALSE
OTU_106	OTU_1277	0.624069482018893	0.635692597930647	0.011623115911754	0.437862967621263	0.661485621996811	0.999999975646187	gained	FALSE	FALSE
OTU_104	OTU_128	0.625108863994612	0.59426625033392	-0.0308426136606914	-1.16437099584421	0.244273696399124	0.942501986722029	lost	FALSE	FALSE
OTU_1116	OTU_1282	0.646064860576445	0.640100706892176	-0.00596415368426906	-0.235453979756405	0.813856393657639	0.999999975646187	lost	FALSE	FALSE
OTU_12048	OTU_1282	0.616449577397818	0.616418121802859	-3.14555949587625e-05	-0.00116692007794501	0.999068932697423	0.999999975646187	lost	FALSE	FALSE
OTU_1225	OTU_1291	0.651839837638374	0.602519347860059	-0.0493204897783149	-1.9724599994366	0.0485571183201434	0.478699721545098	lost	FALSE	FALSE
OTU_1218	OTU_1295	0.606376759909272	0.4884114959022	-0.117965264007072	-4.29095377169338	1.77907351174652e-05	0.00183843469560797	lost	FALSE	FALSE
OTU_107	OTU_130	0.618951587033675	0.624141251351545	0.00518966431787005	0.193487576235954	0.846577134945264	0.999999975646187	gained	FALSE	FALSE
OTU_1144	OTU_130	0.629700322890408	0.601491739278526	-0.0282085836118817	-1.07509794394962	0.282330879902036	0.981142698667304	lost	FALSE	FALSE
OTU_1148	OTU_130	0.646709444579505	0.635385243872935	-0.0113242007065707	-0.447699274067917	0.654370245647368	0.999999975646187	lost	FALSE	FALSE
OTU_116	OTU_130	0.600173849497686	0.605642819232402	0.00546896973471589	0.196605196090767	0.844136504085316	0.999999975646187	gained	FALSE	FALSE
OTU_1159	OTU_130	0.742217564630028	0.683019059980041	-0.0591985046499867	-3.0316765356104	0.00243199663105759	0.0747106321864028	lost	FALSE	FALSE
OTU_126	OTU_130	0.655502390815882	0.660077805003838	0.00457541418795648	0.184519481702092	0.853605945359787	0.999999975646187	gained	FALSE	FALSE
OTU_1	OTU_13031	0.751671323447384	0.759360618359058	0.00768929491167447	0.406569560014177	0.684324158060884	0.999999975646187	gained	FALSE	FALSE
