logFC	adj.P.Val	name	group	Regulation
-0.41051848294645	0.375546004902	OTU_463	unwarming_vs_warming	NS
-1.71609761067249	0.375546004902	OTU_84	unwarming_vs_warming	NS
0.071438383684835	0.375546004902	OTU_7625	unwarming_vs_warming	NS
-1.88850317242311	0.375546004902	OTU_77	unwarming_vs_warming	NS
-1.53300065482791	0.375546004902	OTU_315	unwarming_vs_warming	NS
0.0643496689781821	0.375546004902	OTU_7872	unwarming_vs_warming	NS
0.118780381823554	0.375546004902	OTU_2489	unwarming_vs_warming	NS
-0.184704090574928	0.375546004902	OTU_2372	unwarming_vs_warming	NS
-0.065805553391705	0.375546004902	OTU_562	unwarming_vs_warming	NS
-0.700810936607512	0.375546004902	OTU_34	unwarming_vs_warming	NS
-0.0831141303142262	0.375546004902	OTU_903	unwarming_vs_warming	NS
-0.486284562673961	0.376562233456864	OTU_201	unwarming_vs_warming	NS
-0.367136325520645	0.376562233456864	OTU_113	unwarming_vs_warming	NS
-0.255093615835322	0.376562233456864	OTU_1997	unwarming_vs_warming	NS
-0.235250840837127	0.376562233456864	OTU_293	unwarming_vs_warming	NS
0.202496188490338	0.376562233456864	OTU_477	unwarming_vs_warming	NS
-0.235230815617094	0.376562233456864	OTU_3171	unwarming_vs_warming	NS
-0.180441419013081	0.376562233456864	OTU_1294	unwarming_vs_warming	NS
-0.752780244749642	0.376562233456864	OTU_42	unwarming_vs_warming	NS
-0.1778618607189	0.376562233456864	OTU_1979	unwarming_vs_warming	NS
-0.154272718993361	0.376562233456864	OTU_476	unwarming_vs_warming	NS
-0.532712727773412	0.378271917165454	OTU_150	unwarming_vs_warming	NS
-0.144140970487584	0.378271917165454	OTU_1165	unwarming_vs_warming	NS
-0.0793226035538586	0.378271917165454	OTU_1914	unwarming_vs_warming	NS
0.102666203424258	0.378271917165454	OTU_45452	unwarming_vs_warming	NS
-0.0892779385390739	0.378271917165454	OTU_484	unwarming_vs_warming	NS
-0.107925048175544	0.378271917165454	OTU_1944	unwarming_vs_warming	NS
0.0776263590619034	0.378271917165454	OTU_3202	unwarming_vs_warming	NS
-0.9731551380044	0.378271917165454	OTU_186	unwarming_vs_warming	NS
0.0876248866555898	0.378271917165454	OTU_6518	unwarming_vs_warming	NS
-0.175540739544856	0.378271917165454	OTU_377	unwarming_vs_warming	NS
-0.134081660281317	0.378271917165454	OTU_670	unwarming_vs_warming	NS
-0.201170824452846	0.378271917165454	OTU_1406	unwarming_vs_warming	NS
0.0762491163760137	0.378271917165454	OTU_5680	unwarming_vs_warming	NS
-1.39226786550623	0.378271917165454	OTU_700	unwarming_vs_warming	NS
0.0427898907238977	0.378271917165454	OTU_5376	unwarming_vs_warming	NS
-0.2288786200266	0.378271917165454	OTU_1133	unwarming_vs_warming	NS
0.126103763220513	0.378271917165454	OTU_1932	unwarming_vs_warming	NS
-0.1315442414153	0.378271917165454	OTU_1492	unwarming_vs_warming	NS
-0.918736639476199	0.378271917165454	OTU_194	unwarming_vs_warming	NS
-0.116890129445404	0.378271917165454	OTU_2164	unwarming_vs_warming	NS
0.13020754229853	0.378271917165454	OTU_295	unwarming_vs_warming	NS
-0.0920734811584406	0.378271917165454	OTU_1844	unwarming_vs_warming	NS
0.0971899355084022	0.378271917165454	OTU_2178	unwarming_vs_warming	NS
-0.0600578442349366	0.378271917165454	OTU_759	unwarming_vs_warming	NS
0.0890258174385583	0.380007364153539	OTU_503	unwarming_vs_warming	NS
-0.448875323444383	0.382375745949528	OTU_266	unwarming_vs_warming	NS
-0.107930867567486	0.389469367563601	OTU_282	unwarming_vs_warming	NS
-0.243515288628445	0.390443768499743	OTU_3290	unwarming_vs_warming	NS
-0.132622161161922	0.390443768499743	OTU_1327	unwarming_vs_warming	NS
0.088289762147985	0.390443768499743	OTU_5502	unwarming_vs_warming	NS
-0.0756888266765079	0.390443768499743	OTU_1536	unwarming_vs_warming	NS
-0.863320321853155	0.390443768499743	OTU_740	unwarming_vs_warming	NS
-0.156159551774955	0.390443768499743	OTU_369	unwarming_vs_warming	NS
-0.503492175299734	0.390443768499743	OTU_97	unwarming_vs_warming	NS
-0.279977279042325	0.390443768499743	OTU_314	unwarming_vs_warming	NS
-0.14181825137903	0.390443768499743	OTU_334	unwarming_vs_warming	NS
0.0448918256245929	0.390443768499743	OTU_6657	unwarming_vs_warming	NS
-0.160567325104342	0.390443768499743	OTU_404	unwarming_vs_warming	NS
0.088114356987805	0.390443768499743	OTU_778	unwarming_vs_warming	NS
-0.129328159391598	0.390443768499743	OTU_2655	unwarming_vs_warming	NS
-0.433490737409134	0.390443768499743	OTU_228	unwarming_vs_warming	NS
-0.660180720861563	0.390443768499743	OTU_2	unwarming_vs_warming	NS
-0.0495295801160292	0.390443768499743	OTU_12314	unwarming_vs_warming	NS
-0.210218319054528	0.390443768499743	OTU_1246	unwarming_vs_warming	NS
-0.584947604973851	0.39072707613008	OTU_46	unwarming_vs_warming	NS
-0.144089349356548	0.39072707613008	OTU_1169	unwarming_vs_warming	NS
0.147634577255187	0.396651296076033	OTU_6730	unwarming_vs_warming	NS
-0.230492055893965	0.396651296076033	OTU_323	unwarming_vs_warming	NS
0.0799343532081235	0.396651296076033	OTU_5313	unwarming_vs_warming	NS
-0.0878413696603662	0.39758382290333	OTU_4499	unwarming_vs_warming	NS
