"name","Zi","Pi","type"
"OTU_255",0,0,"Peripherals"
"OTU_256",-0.909902758503789,0,"Peripherals"
"OTU_2560",-0.802225572149362,0,"Peripherals"
"OTU_2568",0,0,"Peripherals"
"OTU_2570",-0.501017615821025,0,"Peripherals"
"OTU_2586",-0.755471576991095,0,"Peripherals"
"OTU_259",0.260269171341445,0.165289256198347,"Peripherals"
"OTU_26",1.01150180836224,0.503401360544218,"Peripherals"
"OTU_262",-0.172143765122338,0.32,"Peripherals"
"OTU_2623",-0.881419879685137,0,"Peripherals"
"OTU_264",-1.04638261415677,0,"Peripherals"
"OTU_266",0.64018917577131,0,"Peripherals"
"OTU_2663",-0.768570894265581,0,"Peripherals"
"OTU_267",-0.931588505112178,0,"Peripherals"
"OTU_2672",0,0,"Peripherals"
"OTU_268",-1.18661113133642,0,"Peripherals"
"OTU_2687",0,0,"Peripherals"
"OTU_269",-0.320154113420007,0.54,"Peripherals"
"OTU_27",0,0,"Peripherals"
"OTU_270",-0.881419879685137,0,"Peripherals"
"OTU_2703",0,0,"Peripherals"
"OTU_2708",1.15470053837925,0,"Peripherals"
"OTU_2713",-0.080582296402538,0,"Peripherals"
"OTU_272",-0.663983094043305,0,"Peripherals"
"OTU_274",2.30571268279674,0,"Peripherals"
"OTU_2745",0.201544273526992,0,"Peripherals"
"OTU_2770",-0.802225572149362,0,"Peripherals"
"OTU_2774",0.64018917577131,0,"Peripherals"
"OTU_2775",-0.909902758503789,0,"Peripherals"
"OTU_2777",-0.736119501971158,0.444444444444444,"Peripherals"
"OTU_278",-0.197649778645495,0.46875,"Peripherals"
"OTU_2780",0.461142536559349,0,"Peripherals"
"OTU_2781",-0.499937675397428,0,"Peripherals"
"OTU_2788",-0.320154113420007,0,"Peripherals"
"OTU_2789",-0.866025403784439,0,"Peripherals"
"OTU_2799",-0.663983094043305,0,"Peripherals"
"OTU_28",-0.394537706977143,0,"Peripherals"
"OTU_281",0.319695563798628,0,"Peripherals"
"OTU_283",-1.04568321937182,0,"Peripherals"
"OTU_2832",0,0,"Peripherals"
"OTU_2833",0,0,"Peripherals"
"OTU_284",-0.0299424710392811,0,"Peripherals"
"OTU_2840",0,0,"Peripherals"
"OTU_2847",0,0,"Peripherals"
"OTU_285",-0.663983094043305,0.625,"Connectors"
