"name","Degree","Local_Clustering_Coefficient","Betweenness_Centrality","Closeness_Centrality","Eigenvector_Centrality","PageRank","K_core","Zi","Pi","type"
"OTU_112",18,0.0915032679738562,9928,0.000419055636127797,0.104436040107056,0.00383711736632487,5,2.2870528794825,0.364197530864197,"Peripherals"
"OTU_1120",1,0,0,1.17591269428124,9.7199730545571e-19,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1123",1,0,0,1.24809719512089,6.09744942491325e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1131",8,0.392857142857143,216,0.000385300408003166,0.157492020863147,0.00148165362631127,6,0.319695563798628,0.40625,"Peripherals"
"OTU_1134",1,0,0,1.19624039370018,5.58333411894478e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_11398",1,0,0,0.000327721613321555,0.00118692790177078,0.00043124544837743,1,-0.909902758503789,0,"Peripherals"
"OTU_1142",2,0,562,0.000358461603088045,0.0304994918964189,0.000539158576111614,2,-0.802225572149362,0.5,"Peripherals"
"OTU_1143",1,0,0,1.21104600111517,6.44927757813543e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1147",6,0.133333333333333,8019,0.000228621018525306,3.49695822200673e-08,0.00278888786942165,2,2.30571268279674,0,"Peripherals"
"OTU_1149",1,0,0,1.18966614655175,0,0.00123001230012325,1,0,0,"Peripherals"
"OTU_115",7,0.0952380952380952,7973,0.000158267864646614,2.37320276622282e-13,0.00305957389716018,2,2.3513498578149,0,"Peripherals"
"OTU_1155",4,0.5,85,0.000366326369684499,0.0522199831893404,0.000897704542056501,3,-0.172143765122338,0,"Peripherals"
"OTU_1157",1,0,0,0.000332133847770907,0.0181980541833451,0.00034138064659688,1,-0.802225572149362,0,"Peripherals"
"OTU_116",3,0,11,0.135211944738224,7.94817111721318e-18,0.00201545146822405,1,1.35169067066875,0,"Peripherals"
"OTU_1161",1,0,0,1.2466803116971,5.23844827157116e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1162",10,0.288888888888889,442,0.00042344957827194,0.0994912156770554,0.00182754959886837,6,0.115163350151082,0.18,"Peripherals"
"OTU_1166",2,0,584,0.000314043916375291,0.000149538978625146,0.000931099744691742,1,-0.501017615821025,0,"Peripherals"
